Interaction index,Player index,Opponent index,Repetition,Player name,Opponent name,Actions,Score,Score difference,Turns,Score per turn,Score difference per turn,Win,Initial cooperation,Cooperation count,CC count,CD count,DC count,DD count,CC to C count,CC to D count,CD to C count,CD to D count,DC to C count,DC to D count,DD to C count,DD to D count,Good partner
82,12,7,0,WAS - Example: 0.5,KimiK26,DCCCDDCCDD,-23,0,10,-2.3,0.0,0,False,5,2,3,3,2,1,1,2,1,1,2,1,0,1
83,7,13,0,KimiK26,WAS - Example: 0.5,CCDCCCCDDD,-17,5,10,-1.7,0.5,1,True,6,4,2,3,1,4,0,0,2,1,1,0,1,0
83,13,7,0,WAS - Example: 0.5,KimiK26,CDCCCCDDCC,-22,-5,10,-2.2,-0.5,0,True,7,4,3,2,1,2,2,2,0,1,1,1,0,1
84,8,8,0,MinimaxM2,MinimaxM2,CCCCCCCCDD,-14,0,10,-1.4,0.0,0,True,8,8,0,0,2,7,1,0,0,0,0,0,1,1
84,8,8,0,MinimaxM2,MinimaxM2,CCCCCCCCDD,-14,0,10,-1.4,0.0,0,True,8,8,0,0,2,7,1,0,0,0,0,0,1,1
85,8,9,0,MinimaxM2,Nemotron3Super,CCCCCCCCDD,-8,10,10,-0.8,1.0,1,True,8,8,0,2,0,7,1,0,0,0,1,0,0,0
85,9,8,0,Nemotron3Super,MinimaxM2,CCCCCCCCCC,-18,-10,10,-1.8,-1.0,0,True,10,8,2,0,0,8,0,1,0,0,0,0,0,1
86,8,10,0,MinimaxM2,Qwen35,CCCCCCCCDD,-11,5,10,-1.1,0.5,1,True,8,8,0,1,1,7,1,0,0,0,1,0,0,0
86,10,8,0,Qwen35,MinimaxM2,CCCCCCCCCD,-16,-5,10,-1.6,-0.5,0,True,9,8,1,0,1,8,0,0,1,0,0,0,0,1
87,8,11,0,MinimaxM2,Qwen3CoderNext,CCCCCCCCDD,-11,5,10,-1.1,0.5,1,True,8,8,0,1,1,7,1,0,0,0,1,0,0,0
87,11,8,0,Qwen3CoderNext,MinimaxM2,CCCCCCCCCD,-16,-5,10,-1.6,-0.5,0,True,9,8,1,0,1,8,0,0,1,0,0,0,0,1
88,8,12,0,MinimaxM2,WAS - Example: 0.5,CCDCCDDDDD,-18,10,10,-1.8,1.0,1,True,4,2,2,4,2,2,0,0,2,1,2,0,2,0
88,12,8,0,WAS - Example: 0.5,MinimaxM2,CDCCDDDCCC,-28,-10,10,-2.8,-1.0,0,True,6,2,4,2,2,0,2,3,0,1,1,1,1,1
89,8,13,0,MinimaxM2,WAS - Example: 0.5,CCCDCDDDDD,-21,5,10,-2.1,0.5,1,True,4,2,2,3,3,2,0,0,2,1,1,0,3,0
89,13,8,0,WAS - Example: 0.5,MinimaxM2,CCDCDDDDCC,-26,-5,10,-2.6,-0.5,0,True,5,2,3,2,3,1,1,1,1,1,1,1,2,1
90,9,9,0,Nemotron3Super,Nemotron3Super,CCCCCCCCCC,-10,0,10,-1.0,0.0,0,True,10,10,0,0,0,9,0,0,0,0,0,0,0,1
90,9,9,0,Nemotron3Super,Nemotron3Super,CCCCCCCCCC,-10,0,10,-1.0,0.0,0,True,10,10,0,0,0,9,0,0,0,0,0,0,0,1
91,9,10,0,Nemotron3Super,Qwen35,CCCCCCCCCC,-14,-5,10,-1.4,-0.5,0,True,10,9,1,0,0,9,0,0,0,0,0,0,0,1
91,10,9,0,Qwen35,Nemotron3Super,CCCCCCCCCD,-9,5,10,-0.9,0.5,1,True,9,9,0,1,0,8,1,0,0,0,0,0,0,0
92,9,11,0,Nemotron3Super,Qwen3CoderNext,CCCCCCCCCC,-10,0,10,-1.0,0.0,0,True,10,10,0,0,0,9,0,0,0,0,0,0,0,1
92,11,9,0,Qwen3CoderNext,Nemotron3Super,CCCCCCCCCC,-10,0,10,-1.0,0.0,0,True,10,10,0,0,0,9,0,0,0,0,0,0,0,1
93,9,12,0,Nemotron3Super,WAS - Example: 0.5,CCCCDDCCCC,-23,-10,10,-2.3,-1.0,0,True,8,5,3,1,1,4,0,2,1,1,0,0,1,1
93,12,9,0,WAS - Example: 0.5,Nemotron3Super,CCDDDCCDCC,-13,10,10,-1.3,1.0,1,True,6,5,1,3,1,2,2,1,0,1,2,1,0,0
94,9,13,0,Nemotron3Super,WAS - Example: 0.5,CCDCCCCCCC,-21,-10,10,-2.1,-1.0,0,True,9,6,3,1,0,5,0,2,1,1,0,0,0,1
94,13,9,0,WAS - Example: 0.5,Nemotron3Super,DDCCDCCCCC,-11,10,10,-1.1,1.0,1,False,7,6,1,3,0,4,1,1,0,2,1,0,0,0
95,10,10,0,Qwen35,Qwen35,CCCCCCCCCD,-12,0,10,-1.2,0.0,0,True,9,9,0,0,1,8,1,0,0,0,0,0,0,1
95,10,10,0,Qwen35,Qwen35,CCCCCCCCCD,-12,0,10,-1.2,0.0,0,True,9,9,0,0,1,8,1,0,0,0,0,0,0,1
96,10,11,0,Qwen35,Qwen3CoderNext,CCCCCCCCCD,-9,5,10,-0.9,0.5,1,True,9,9,0,1,0,8,1,0,0,0,0,0,0,0
96,11,10,0,Qwen3CoderNext,Qwen35,CCCCCCCCCC,-14,-5,10,-1.4,-0.5,0,True,10,9,1,0,0,9,0,0,0,0,0,0,0,1
97,10,12,0,Qwen35,WAS - Example: 0.5,CCDCDCDCDD,-27,-5,10,-2.7,-0.5,0,True,5,1,4,3,2,1,0,0,4,3,0,0,1,1
97,12,10,0,WAS - Example: 0.5,Qwen35,CDCDCDCDDD,-22,5,10,-2.2,0.5,1,True,4,1,3,4,2,0,1,0,3,3,1,0,1,0
98,10,13,0,Qwen35,WAS - Example: 0.5,CDCDDDDCCD,-25,0,10,-2.5,0.0,0,True,4,1,3,3,3,1,0,0,3,2,1,0,2,1
98,13,10,0,WAS - Example: 0.5,Qwen35,DCDDDCCCDD,-25,0,10,-2.5,0.0,0,False,4,1,3,3,3,0,1,2,1,1,2,1,1,1
99,11,11,0,Qwen3CoderNext,Qwen3CoderNext,CCCCCCCCCC,-10,0,10,-1.0,0.0,0,True,10,10,0,0,0,9,0,0,0,0,0,0,0,1
99,11,11,0,Qwen3CoderNext,Qwen3CoderNext,CCCCCCCCCC,-10,0,10,-1.0,0.0,0,True,10,10,0,0,0,9,0,0,0,0,0,0,0,1
100,11,12,0,Qwen3CoderNext,WAS - Example: 0.5,CCCCCCCCDD,-23,-10,10,-2.3,-1.0,0,True,8,5,3,1,1,5,0,2,1,0,0,0,1,1
100,12,11,0,WAS - Example: 0.5,Qwen3CoderNext,CCDCCCDDDC,-13,10,10,-1.3,1.0,1,True,6,5,1,3,1,3,2,0,0,1,2,1,0,0
101,11,13,0,Qwen3CoderNext,WAS - Example: 0.5,CCCCCCCCDD,-22,-10,10,-2.2,-1.0,0,True,8,6,2,0,2,6,0,1,1,0,0,0,1,1
101,13,11,0,WAS - Example: 0.5,Qwen3CoderNext,CCCCCCDDDD,-12,10,10,-1.2,1.0,1,True,6,6,0,2,2,5,1,0,0,0,2,0,1,0
102,12,12,0,WAS - Example: 0.5,WAS - Example: 0.5,DDCDCDCDCD,-25,0,10,-2.5,0.0,0,False,4,1,3,3,3,0,1,0,3,1,1,3,0,1
102,12,12,0,WAS - Example: 0.5,WAS - Example: 0.5,CDDDDCDDCC,-25,0,10,-2.5,0.0,0,True,4,1,3,3,3,1,0,0,2,1,2,1,2,1
103,12,13,0,WAS - Example: 0.5,WAS - Example: 0.5,CCDDCDCDCC,-21,0,10,-2.1,0.0,0,True,6,3,3,3,1,1,2,1,1,2,1,1,0,1
103,13,12,0,WAS - Example: 0.5,WAS - Example: 0.5,DDCCCCCDCD,-21,0,10,-2.1,0.0,0,False,6,3,3,3,1,1,2,3,0,1,1,1,0,1
104,13,13,0,WAS - Example: 0.5,WAS - Example: 0.5,DDDCCDDCCC,-19,5,10,-1.9,0.5,1,False,5,3,2,3,2,2,0,1,1,1,2,1,1,0
104,13,13,0,WAS - Example: 0.5,WAS - Example: 0.5,CCCDDDDCCC,-24,-5,10,-2.4,-0.5,0,True,6,3,3,2,2,2,0,2,1,0,2,1,1,1
